Time,User,Target
10,1858.1316,1080.0
20,1858.1316,819.0
29,1857.8646,819.0
41,1858.1316,819.0
50,1858.1316,819.0
60,1858.1316,819.0
70,1858.1316,819.0
79,1858.1316,819.0
90,1858.3984,819.0
99,1858.1316,819.0
110,1858.3984,819.0
119,1857.8646,819.0
129,1858.1316,819.0
138,1858.1316,819.0
150,1857.8646,819.0
160,1858.1316,819.0
169,1858.1316,819.0
180,1857.8646,819.0
189,1858.1316,819.0
198,1858.3984,819.0
209,1857.8646,819.0
220,1857.8646,819.0
229,1857.8646,819.0
239,1858.1316,819.0
249,1858.1316,819.0
258,1857.8646,819.0
269,1858.1316,819.0
280,1858.1316,819.0
289,1858.1316,819.0
299,1858.1316,819.0
309,1857.8646,819.0
320,1857.8646,819.0
330,1858.3984,819.0
338,1858.1316,819.0
349,1858.1316,819.0
360,1858.3984,819.0
370,1857.8646,819.0
381,1858.1316,819.0
388,1858.1316,819.0
400,1858.1316,819.0
410,1858.3984,819.0
419,1857.8646,819.0
428,1858.1316,819.0
440,1858.1316,819.0
449,1857.8646,819.0
458,1858.1316,819.0
470,1857.8646,819.0
479,1858.1316,819.0
491,1857.8646,819.0
499,1858.3984,819.0
508,1858.1316,819.0
518,1858.1316,819.0
529,1858.1316,819.0
539,1858.1316,819.0
549,1858.1316,819.0
560,1858.1316,819.0
570,1858.1316,819.0
579,1857.8646,819.0
588,1858.1316,819.0
599,1858.1316,819.0
609,1858.1316,819.0
620,1857.8646,819.0
629,1858.3984,819.0
640,1858.1316,819.0
650,1858.1316,819.0
660,1858.1316,819.0
670,1858.1316,819.0
679,1858.1316,819.0
690,1857.8646,819.0
699,1857.8646,819.0
709,1858.1316,819.0
719,1858.1316,819.0
730,1858.1316,819.0
739,1858.1316,819.0
749,1858.1316,819.0
760,1858.1316,819.0
769,1857.8646,819.0
780,1858.1316,819.0
788,1858.1316,819.0
800,1858.1316,819.0
810,1857.8646,819.0
819,1857.8646,819.0
828,1857.8646,819.0
839,1858.3984,819.0
849,1858.1316,819.0
861,1858.1316,819.0
876,1858.1316,819.0
892,1858.1316,819.0
906,1858.3984,819.0
917,1858.1316,819.0
928,1857.8646,819.0
939,1857.8646,819.0
950,1857.8646,819.0
959,1858.1316,819.0
969,1858.1316,819.0
978,1858.1316,819.0
988,1858.1316,819.0
999,1858.1316,819.0
1008,1857.8646,819.0
1018,1858.3984,819.0
1027,1857.8646,819.0
1038,1857.5977,819.0
1047,1858.1316,819.0
1058,1858.1316,819.0
1067,1857.8646,819.0
1078,1858.1316,819.0
1088,1858.1316,819.0
1098,1858.1316,819.0
1109,1857.8646,819.0
1118,1858.1316,819.0
1128,1857.8646,819.0
1139,1858.1316,819.0
1148,1857.8646,819.0
1158,1858.1316,819.0
1170,1858.1316,819.0
1179,1858.1316,819.0
1189,1858.1316,819.0
1199,1858.1316,819.0
1208,1858.1316,819.0
1218,1857.8646,819.0
1228,1858.1316,819.0
1237,1858.1316,819.0
1249,1858.1316,819.0
1259,1858.1316,819.0
1270,1857.8646,819.0
1279,1858.3984,819.0
1288,1857.8646,819.0
1298,1858.1316,819.0
1308,1858.1316,819.0
1319,1857.8646,819.0
1329,1857.8646,819.0
1339,1857.8646,819.0
1348,1857.8646,819.0
1359,1857.8646,819.0
1368,1858.1316,819.0
1377,1858.1316,819.0
1389,1858.1316,819.0
1399,1857.8646,819.0
1408,1858.1316,819.0
1419,1858.1316,819.0
1428,1857.8646,819.0
1439,1858.1316,819.0
1449,1857.8646,819.0
1458,1858.1316,819.0
1468,1858.1316,819.0
1479,1858.1316,819.0
1489,1857.8646,819.0
1499,1858.3984,819.0
1508,1858.1316,819.0
1519,1858.1316,819.0
1527,1858.1316,819.0
1539,1858.1316,819.0
1550,1858.1316,819.0
1559,1858.1316,819.0
1568,1857.8646,819.0
1579,1858.3984,819.0
1588,1857.8646,819.0
1599,1857.8646,819.0
1609,1857.8646,819.0
1618,1857.8646,819.0
1629,1858.1316,819.0
1639,1858.3984,819.0
1648,1857.8646,819.0
1658,1858.1316,819.0
1669,1858.1316,819.0
1678,1857.8646,819.0
1687,1857.8646,819.0
1699,1857.8646,819.0
1707,1858.3984,819.0
1719,1857.8646,819.0
1729,1858.1316,819.0
1738,1858.1316,819.0
1749,1858.3984,819.0
1758,1857.8646,819.0
1769,1857.8646,819.0
1778,1858.1316,819.0
1787,1858.1316,819.0
1798,1857.8646,819.0
1809,1858.1316,819.0
1819,1858.1316,819.0
1827,1858.1316,819.0
1838,1857.8646,819.0
1849,1858.1316,819.0
1859,1857.8646,819.0
1868,1858.3984,819.0
1878,1857.8646,819.0
1889,1858.1316,819.0
1897,1858.1316,819.0
1908,1858.1316,819.0
1919,1858.1316,819.0
1928,1858.1316,819.0
1937,1858.1316,819.0
1949,1858.1316,819.0
1958,1858.1316,819.0
1967,1858.1316,819.0
1979,1858.1316,819.0
1989,1857.8646,819.0
1998,1857.8646,819.0
2009,1857.8646,819.0
2018,1858.1316,819.0
2028,1858.1316,819.0
2040,1857.8646,819.0
2048,1858.1316,819.0
2059,1858.1316,819.0
2068,1857.8646,819.0
2077,1858.3984,819.0
2089,1857.8646,819.0
2098,1858.1316,819.0
2108,1858.3984,819.0
2118,1858.1316,819.0
2128,1857.8646,819.0
2138,1858.1316,819.0
2149,1858.1316,819.0
2159,1858.1316,819.0
2167,1858.1316,819.0
2178,1857.8646,819.0
2188,1858.1316,819.0
2199,1858.1316,819.0
2208,1858.1316,819.0
2219,1858.1316,819.0
2227,1858.3984,819.0
2238,1858.1316,819.0
2249,1858.1316,819.0
2259,1858.1316,819.0
2269,1858.1316,819.0
2278,1857.8646,819.0
2289,1858.1316,819.0
2300,1858.1316,819.0
2308,1857.8646,819.0
2319,1858.1316,819.0
2328,1858.1316,819.0
2338,1858.1316,819.0
2348,1858.1316,819.0
2359,1858.1316,819.0
2368,1858.3984,819.0
2377,1858.1316,819.0
2388,1858.1316,819.0
2399,1857.8646,819.0
2408,1858.1316,819.0
2418,1858.1316,819.0
2430,1858.1316,819.0
2439,1858.1316,819.0
2448,1857.8646,819.0
2458,1858.1316,819.0
2468,1858.1316,819.0
2477,1858.1316,819.0
2488,1858.1316,819.0
2499,1858.1316,819.0
2508,1858.1316,819.0
2518,1857.8646,819.0
2528,1857.8646,819.0
2538,1857.8646,819.0
2548,1858.1316,819.0
2559,1858.1316,819.0
2568,1858.1316,819.0
2578,1858.1316,819.0
2589,1858.1316,819.0
2599,1858.1316,819.0
2608,1858.1316,819.0
2618,1858.1316,819.0
2628,1858.1316,819.0
2638,1857.8646,819.0
2648,1857.8646,819.0
2659,1858.1316,819.0
2668,1857.8646,819.0
2678,1858.1316,819.0
2689,1858.1316,819.0
2698,1858.1316,819.0
2709,1857.8646,819.0
2717,1857.8646,819.0
2728,1858.1316,819.0
2739,1857.8646,819.0
2749,1858.3984,819.0
2760,1858.1316,819.0
2770,1857.8646,819.0
2778,1858.1316,819.0
2789,1857.8646,819.0
2798,1858.1316,819.0
2810,1858.1316,819.0
2819,1858.1316,819.0
2829,1857.8646,819.0
2839,1858.1316,819.0
2848,1857.8646,819.0
2858,1858.1316,819.0
2867,1858.1316,819.0
2879,1857.8646,819.0
2887,1858.1316,819.0
2898,1858.3984,819.0
2908,1857.8646,819.0
2919,1858.1316,819.0
2929,1858.1316,819.0
2940,1858.1316,819.0089
2949,1858.1316,819.0354
2958,1857.8646,819.0797
2968,1858.3984,819.1416
2978,1857.8646,819.2213
2988,1857.8646,819.3186
2999,1858.1316,819.4336
3010,1857.8646,819.5663
3020,1857.8646,819.71655
3029,1858.1316,819.8844
3039,1858.1316,820.06995
3049,1858.1316,820.2731
3059,1858.1316,820.4939
3068,1858.1316,820.7322
3079,1858.1316,820.9879
3088,1857.8646,821.2612
3099,1858.1316,821.552
3109,1857.8646,821.8602
3119,1857.8646,822.1858
3128,1858.1316,822.5288
3138,1858.1316,822.88916
3148,1858.1316,823.26685
3159,1858.1316,823.66174
3168,1858.1316,824.074
3179,1857.8646,824.5033
3188,1857.8646,824.9497
3199,1858.1316,825.4133
3207,1857.8646,825.8939
3218,1858.3984,826.3916
3228,1858.1316,826.9061
3239,1858.1316,827.4376
3248,1857.8646,827.98596
3259,1858.1316,828.551
3269,1857.8646,829.13293
3278,1858.1316,829.7313
3289,1858.1316,830.34644
3298,1858.1316,830.97815
3309,1858.1316,831.62634
3319,1858.1316,832.2909
3329,1858.1316,832.9718
3338,1857.8646,833.66895
3349,1858.1316,834.3823
3358,1858.1316,835.1118
3368,1858.1316,835.85754
3377,1858.1316,836.619
3389,1858.1316,837.3965
3398,1857.8646,838.18976
3408,1858.1316,838.9989
3419,1858.1316,839.8236
3428,1858.1316,840.6639
3438,1858.1316,841.5196
3449,1858.1316,842.39087
3459,1858.1316,843.27734
3469,1857.8646,844.17914
3478,1858.1316,845.096
3489,1857.8646,846.02795
3498,1858.1316,846.97473
3509,1858.1316,847.93646
3519,1858.1316,848.9129
3528,1857.8646,849.904
3539,1857.8646,850.9097
3548,1858.1316,851.9298
3559,1858.1316,852.96423
3568,1858.1316,854.01294
3578,1858.1316,855.07574
3589,1857.8646,856.1526
3598,1858.1316,857.2434
3608,1858.3984,858.34796
