Time,User,Target
13,1860.0,1080.0
31,1860.0,1083.0
44,1860.0,1086.0
55,1860.0,1089.0
69,1860.0,1092.0
82,1860.0,1095.0
90,1860.0,1098.0
105,1860.0,1101.0
119,1860.0,1104.0
130,1860.0,1107.0
146,1860.0,1110.0
156,1860.0,1113.0
172,1860.0,1116.0
188,1860.0,1119.0
200,1860.0,1122.0
210,1860.0,1125.0
224,1860.0,1128.0
237,1860.0,1131.0
249,1860.0,1134.0
262,1860.0,1137.0
275,1860.0,1140.0
287,1860.0,1143.0
301,1860.0,1146.0
313,1860.0,1149.0
323,1860.0,1152.0
337,1860.0,1155.0
351,1860.0,1158.0
360,1860.0,1161.0
372,1860.0,1164.0
386,1860.0,1167.0
395,1860.0,1170.0
409,1860.0,1173.0
422,1860.0,1176.0
437,1860.0,1179.0
449,1860.0,1182.0
464,1860.0,1185.0
476,1860.0,1188.0
487,1860.0,1191.0
503,1860.0,1194.0
515,1860.0,1197.0
524,1860.0,1200.0
537,1860.0,1203.0
551,1860.0,1206.0
560,1860.0,1209.0
577,1860.0,1212.0
588,1860.0,1215.0
602,1860.0,1218.0
617,1860.0,1221.0
629,1860.0,1224.0
643,1860.0,1227.0
657,1860.0,1230.0
673,1860.0,1233.0
687,1860.0,1236.0
704,1860.0,1239.0
717,1860.0,1242.0
728,1860.0,1245.0
743,1860.0,1248.0
755,1860.0,1251.0
769,1860.0,1254.0
785,1860.0,1257.0
794,1860.0,1260.0
811,1860.0,1263.0
823,1860.0,1266.0
836,1860.0,1269.0
851,1860.0,1272.0
862,1860.0,1275.0
875,1860.0,1278.0
889,1860.0,1281.0
904,1860.0,1284.0
917,1860.0,1287.0
933,1860.0,1290.0
946,1860.0,1293.0
964,1860.0,1296.0
976,1833.493,1299.0
989,1833.493,1302.0
1000,1833.493,1305.0
1017,1691.8014,1308.0
1026,1691.8014,1311.0
1040,1581.918,1314.0
1054,1581.918,1317.0
1066,1429.6235,1320.0
1078,1429.6235,1323.0
1092,1429.6235,1326.0
1110,1261.425,1329.0
1126,1261.425,1332.0
1142,1105.275,1335.0
1154,1105.275,1338.0
1174,985.75275,1341.0
1183,985.75275,1344.0
1192,880.2069,1347.0
1226,786.7097,1350.0
1236,786.7097,1353.0
1258,641.1625,1356.0
1266,641.1625,1359.0
1290,518.2667,1362.0
1301,518.2667,1365.0
1319,485.4945,1368.0
1329,485.4945,1371.0
1346,530.3153,1374.0
1367,530.3153,1377.0
1386,533.68884,1380.0
1397,533.68884,1383.0
1411,526.94165,1386.0
1434,526.94165,1389.0
1451,523.568,1392.0
1463,523.568,1395.0
1478,579.95557,1398.0
1492,579.95557,1401.0
1507,695.6222,1404.0
1521,695.6222,1407.0
1536,824.7833,1410.0
1551,824.7833,1413.0
1563,908.64166,1416.0
1579,908.64166,1419.0
1590,908.64166,1422.0
1604,1016.1153,1425.0
1620,1016.1153,1428.0
1633,1155.8792,1431.0
1643,1155.8792,1434.0
1661,1323.1139,1437.0
1680,1323.1139,1440.0
1692,1513.9639,1443.0
1711,1513.9639,1446.0
1731,1643.6069,1449.0
1743,1643.6069,1452.0
1758,1819.0347,1455.0
1775,1819.0347,1458.0
1789,1859.0361,1461.0
1803,1859.0361,1464.0
1818,1860.0,1467.0
1828,1860.0,1470.0
1848,1860.0,1473.0
1857,1860.0,1476.0
1870,1860.0,1479.0
1883,1860.0,1482.0
1893,1860.0,1485.0
1907,1860.0,1488.0
1921,1860.0,1491.0
1930,1860.0,1494.0
1942,1860.0,1497.0
1956,1860.0,1500.0
1967,1860.0,1503.0
1981,1860.0,1506.0
1993,1860.0,1509.0
2008,1860.0,1512.0
2023,1860.0,1515.0
2037,1860.0,1518.0
2050,1860.0,1521.0
2065,1860.0,1524.0
2076,1860.0,1527.0
2088,1860.0,1530.0
2104,1860.0,1533.0
2113,1860.0,1536.0
2125,1860.0,1539.0
2145,1860.0,1542.0
2155,1860.0,1545.0
2179,1860.0,1548.0
